feedback_id,annotator_1,annotator_2,annotator_3
f38_q2,acceptance,acceptance,acceptance
f38_q3,acceptance,acceptance,acceptance
f38_q4,acceptance,satisfaction,acceptance
f39_q1,acceptance,acceptance,acceptance
f39_q2,acceptance,acceptance,acceptance
f39_q3,acceptance,acceptance,acceptance
f39_q4,acceptance,satisfaction,acceptance
f40_q1,acceptance,acceptance,acceptance
f40_q2,acceptance,acceptance,acceptance
f40_q3,acceptance,acceptance,acceptance
f40_q4,acceptance,acceptance,acceptance
f41_q1,acceptance,acceptance,acceptance
f41_q2,acceptance,acceptance,acceptance
f41_q3,acceptance,acceptance,acceptance
f41_q4,acceptance,acceptance,acceptance
f42_q1,acceptance,acceptance,acceptance
f42_q2,acceptance,joy,acceptance
f42_q3,acceptance,acceptance,acceptance
f42_q4,acceptance,acceptance,acceptance
f43_q1,acceptance,acceptance,acceptance
f43_q2,acceptance,acceptance,acceptance
f43_q3,acceptance,acceptance,acceptance
f43_q4,acceptance,acceptance,acceptance
f44_q1,acceptance,acceptance,acceptance
f44_q2,acceptance,acceptance,acceptance
f44_q3,acceptance,acceptance,acceptance
f44_q4,acceptance,acceptance,acceptance
f45_q1,acceptance,acceptance,acceptance
f45_q2,acceptance,satisfaction,acceptance
f45_q3,acceptance,acceptance,acceptance
f45_q4,acceptance,acceptance,acceptance
f46_q1,acceptance,acceptance,acceptance
f46_q2,acceptance,acceptance,acceptance
f46_q3,acceptance,acceptance,acceptance
f46_q4,acceptance,acceptance,acceptance
f47_q1,acceptance,acceptance,acceptance
f47_q2,acceptance,acceptance,acceptance
f47_q3,acceptance,acceptance,acceptance
f47_q4,acceptance,acceptance,acceptance
f48_q1,acceptance,acceptance,acceptance
f48_q2,acceptance,acceptance,acceptance
f48_q3,acceptance,acceptance,acceptance
f48_q4,acceptance,acceptance,acceptance
f49_q1,acceptance,acceptance,acceptance
f49_q2,acceptance,acceptance,acceptance
f49_q3,acceptance,acceptance,acceptance
f49_q4,acceptance,acceptance,acceptance
f50_q1,acceptance,acceptance,acceptance
f50_q2,acceptance,joy,acceptance
f50_q3,acceptance,acceptance,acceptance
f50_q4,acceptance,acceptance,acceptance
f51_q1,acceptance,acceptance,acceptance
f51_q2,acceptance,acceptance,acceptance
f51_q3,acceptance,acceptance,acceptance
f51_q4,acceptance,acceptance,acceptance
f52_q1,acceptance,acceptance,acceptance
f52_q2,acceptance,acceptance,acceptance
f52_q3,acceptance,acceptance,acceptance
f52_q4,acceptance,acceptance,acceptance
f53_q1,acceptance,acceptance,acceptance
f53_q2,acceptance,acceptance,acceptance
f53_q3,acceptance,acceptance,acceptance
f53_q4,acceptance,acceptance,acceptance
f54_q1,acceptance,acceptance,acceptance
f54_q2,acceptance,disappointment,acceptance
f54_q3,acceptance,acceptance,acceptance
f54_q4,acceptance,acceptance,acceptance
f55_q1,acceptance,acceptance,acceptance
f55_q2,acceptance,irrelevant,acceptance
f55_q3,acceptance,acceptance,acceptance
f55_q4,acceptance,acceptance,acceptance
f56_q1,acceptance,acceptance,acceptance
f56_q2,acceptance,irrelevant,disappointment
f56_q3,acceptance,acceptance,acceptance
f56_q4,acceptance,acceptance,acceptance
f57_q1,acceptance,acceptance,acceptance
f57_q2,acceptance,acceptance,acceptance
f57_q3,acceptance,acceptance,acceptance
f57_q4,acceptance,acceptance,acceptance
f58_q1,acceptance,acceptance,acceptance
f58_q2,acceptance,acceptance,acceptance
f58_q3,acceptance,acceptance,acceptance
f58_q4,acceptance,acceptance,acceptance
f59_q1,acceptance,acceptance,acceptance
f59_q2,acceptance,acceptance,acceptance
f59_q3,acceptance,acceptance,acceptance
f59_q4,acceptance,acceptance,acceptance
f60_q1,acceptance,acceptance,acceptance
f60_q2,acceptance,acceptance,acceptance
f60_q3,acceptance,acceptance,acceptance
f60_q4,acceptance,acceptance,acceptance
f61_q1,acceptance,acceptance,acceptance
f61_q2,acceptance,acceptance,acceptance
f61_q3,acceptance,acceptance,acceptance
f61_q4,acceptance,acceptance,acceptance
f62_q1,acceptance,acceptance,acceptance
f62_q2,acceptance,acceptance,acceptance
f62_q3,acceptance,acceptance,acceptance
f62_q4,acceptance,acceptance,acceptance
f63_q1,acceptance,acceptance,acceptance
f63_q2,acceptance,acceptance,acceptance
f63_q3,acceptance,acceptance,acceptance
f63_q4,acceptance,acceptance,acceptance
f64_q1,acceptance,acceptance,acceptance
f64_q2,acceptance,acceptance,acceptance
f64_q3,acceptance,acceptance,acceptance
f64_q4,acceptance,acceptance,acceptance
f65_q1,acceptance,acceptance,acceptance
f65_q2,acceptance,acceptance,acceptance
f65_q3,acceptance,acceptance,acceptance
f65_q4,acceptance,acceptance,acceptance
f66_q1,acceptance,acceptance,acceptance
f66_q2,acceptance,acceptance,acceptance
f66_q3,acceptance,acceptance,acceptance
f66_q4,acceptance,acceptance,acceptance
f67_q1,acceptance,acceptance,acceptance
f67_q2,acceptance,acceptance,acceptance
f67_q3,acceptance,acceptance,acceptance
f67_q4,acceptance,acceptance,acceptance
f68_q1,acceptance,acceptance,acceptance
f68_q2,acceptance,acceptance,acceptance
f68_q3,acceptance,acceptance,acceptance
f68_q4,acceptance,acceptance,acceptance
f69_q1,acceptance,acceptance,acceptance
f69_q2,acceptance,acceptance,acceptance
f69_q3,acceptance,acceptance,acceptance
f69_q4,acceptance,acceptance,acceptance
f70_q1,acceptance,acceptance,acceptance
f70_q2,acceptance,acceptance,acceptance
f70_q3,acceptance,acceptance,acceptance
f70_q4,acceptance,acceptance,acceptance
f71_q1,acceptance,acceptance,acceptance
f71_q2,acceptance,acceptance,acceptance
f71_q3,acceptance,acceptance,acceptance
f71_q4,acceptance,acceptance,acceptance
f72_q1,acceptance,acceptance,satisfaction
f72_q2,acceptance,acceptance,acceptance
f72_q3,acceptance,acceptance,acceptance
f72_q4,acceptance,acceptance,acceptance
f73_q1,acceptance,acceptance,acceptance
f73_q2,acceptance,acceptance,acceptance
f73_q3,acceptance,acceptance,acceptance
f73_q4,acceptance,boredom,acceptance
f74_q1,acceptance,acceptance,acceptance
f74_q2,acceptance,acceptance,acceptance
f74_q3,acceptance,acceptance,acceptance
f74_q4,acceptance,acceptance,acceptance
f75_q1,acceptance,acceptance,acceptance
f75_q2,acceptance,acceptance,acceptance
f75_q3,acceptance,acceptance,acceptance
f75_q4,acceptance,acceptance,acceptance
f76_q1,acceptance,acceptance,acceptance
f76_q2,acceptance,acceptance,acceptance
f76_q3,acceptance,acceptance,acceptance
f76_q4,acceptance,acceptance,acceptance
f77_q1,acceptance,acceptance,acceptance
f77_q2,acceptance,acceptance,acceptance
f77_q3,acceptance,acceptance,acceptance
f77_q4,disappointment,acceptance,acceptance
f78_q1,acceptance,acceptance,acceptance
f78_q2,acceptance,acceptance,acceptance
f78_q3,acceptance,acceptance,acceptance
f78_q4,acceptance,acceptance,acceptance
f79_q1,acceptance,acceptance,acceptance
f79_q2,acceptance,acceptance,acceptance
f79_q3,acceptance,acceptance,acceptance
f79_q4,acceptance,acceptance,acceptance
f80_q1,acceptance,acceptance,acceptance
f80_q2,acceptance,acceptance,acceptance
f80_q3,acceptance,acceptance,acceptance
f80_q4,acceptance,acceptance,acceptance
f81_q1,acceptance,acceptance,acceptance
f81_q2,acceptance,acceptance,acceptance
f81_q3,acceptance,acceptance,acceptance
f81_q4,acceptance,acceptance,acceptance
f82_q1,acceptance,acceptance,acceptance
f82_q2,acceptance,acceptance,acceptance
f82_q3,acceptance,acceptance,acceptance
f82_q4,acceptance,acceptance,acceptance
f83_q1,acceptance,acceptance,acceptance
f83_q2,acceptance,acceptance,acceptance
f83_q3,acceptance,acceptance,acceptance
f83_q4,acceptance,acceptance,acceptance
f84_q1,acceptance,acceptance,acceptance
f84_q2,acceptance,acceptance,acceptance
f84_q3,acceptance,acceptance,acceptance
f84_q4,acceptance,acceptance,acceptance
f85_q1,acceptance,acceptance,acceptance
f85_q2,acceptance,acceptance,acceptance
f85_q3,acceptance,acceptance,acceptance
f85_q4,acceptance,acceptance,acceptance
f86_q1,acceptance,acceptance,acceptance
f86_q2,acceptance,acceptance,acceptance
f86_q3,acceptance,acceptance,acceptance
f86_q4,acceptance,acceptance,acceptance
f87_q1,acceptance,acceptance,acceptance
f87_q2,acceptance,acceptance,acceptance
f87_q3,acceptance,acceptance,acceptance
f87_q4,acceptance,acceptance,acceptance
f88_q1,acceptance,acceptance,acceptance
f88_q2,acceptance,acceptance,acceptance
f88_q3,acceptance,acceptance,acceptance
f88_q4,acceptance,acceptance,acceptance
f89_q1,acceptance,acceptance,acceptance
f89_q2,acceptance,acceptance,acceptance
f89_q3,acceptance,acceptance,acceptance
f89_q4,acceptance,acceptance,acceptance
f90_q1,acceptance,acceptance,acceptance
f90_q2,acceptance,acceptance,acceptance
f90_q3,acceptance,acceptance,acceptance
f90_q4,acceptance,acceptance,acceptance
f91_q1,acceptance,acceptance,acceptance
f91_q2,acceptance,acceptance,acceptance
f91_q3,acceptance,acceptance,acceptance
f91_q4,acceptance,acceptance,acceptance
f92_q1,acceptance,acceptance,acceptance
f92_q2,acceptance,acceptance,acceptance
f92_q3,acceptance,acceptance,acceptance
f92_q4,acceptance,acceptance,acceptance
f93_q1,acceptance,acceptance,acceptance
f93_q2,acceptance,acceptance,acceptance
f93_q3,acceptance,acceptance,acceptance
f93_q4,acceptance,acceptance,acceptance
f94_q1,acceptance,acceptance,acceptance
f94_q2,acceptance,acceptance,acceptance
f94_q3,acceptance,acceptance,acceptance
f94_q4,acceptance,acceptance,acceptance
f95_q1,acceptance,acceptance,acceptance
f95_q2,acceptance,acceptance,acceptance
f95_q3,acceptance,acceptance,acceptance
f95_q4,acceptance,acceptance,acceptance
f96_q1,acceptance,acceptance,acceptance
f96_q2,acceptance,acceptance,acceptance
f96_q3,acceptance,acceptance,acceptance
f96_q4,acceptance,acceptance,acceptance
f97_q1,acceptance,acceptance,acceptance
f97_q2,acceptance,acceptance,acceptance
f97_q3,acceptance,acceptance,acceptance
f97_q4,acceptance,acceptance,acceptance
f98_q1,acceptance,acceptance,acceptance
f98_q2,acceptance,acceptance,acceptance
f98_q3,acceptance,acceptance,acceptance
f98_q4,acceptance,acceptance,acceptance
f99_q1,acceptance,acceptance,acceptance
f99_q2,acceptance,acceptance,acceptance
f99_q3,acceptance,acceptance,acceptance
f99_q4,acceptance,acceptance,acceptance
f100_q1,acceptance,acceptance,acceptance
f100_q2,acceptance,acceptance,acceptance
f100_q3,acceptance,acceptance,acceptance
f100_q4,acceptance,acceptance,acceptance
f101_q1,acceptance,acceptance,acceptance
f101_q2,acceptance,acceptance,acceptance
f101_q3,acceptance,acceptance,acceptance
f101_q4,acceptance,acceptance,acceptance
f102_q1,acceptance,acceptance,acceptance
f102_q2,acceptance,acceptance,acceptance
f102_q3,acceptance,acceptance,acceptance
f102_q4,acceptance,acceptance,acceptance
f103_q1,acceptance,acceptance,acceptance
f103_q2,acceptance,acceptance,acceptance
f103_q3,acceptance,acceptance,acceptance
f103_q4,acceptance,acceptance,acceptance
f104_q1,acceptance,acceptance,acceptance
f104_q2,acceptance,acceptance,acceptance
f104_q3,acceptance,acceptance,acceptance
f104_q4,acceptance,acceptance,acceptance
f105_q1,acceptance,acceptance,acceptance
f105_q2,acceptance,acceptance,acceptance
f105_q3,acceptance,acceptance,acceptance
f105_q4,acceptance,acceptance,acceptance
f106_q1,acceptance,acceptance,acceptance
f106_q2,acceptance,acceptance,acceptance
f106_q3,acceptance,acceptance,acceptance
f106_q4,acceptance,acceptance,acceptance
f107_q1,acceptance,acceptance,acceptance
f107_q2,acceptance,acceptance,acceptance
f107_q3,acceptance,acceptance,acceptance
f107_q4,acceptance,acceptance,acceptance
f108_q1,acceptance,acceptance,acceptance
f108_q2,acceptance,acceptance,acceptance
f108_q3,acceptance,acceptance,acceptance
f108_q4,acceptance,acceptance,acceptance
f109_q1,acceptance,acceptance,acceptance
f109_q2,acceptance,acceptance,acceptance
f109_q3,acceptance,acceptance,acceptance
f109_q4,acceptance,acceptance,acceptance
f110_q1,acceptance,acceptance,acceptance
f110_q2,acceptance,acceptance,acceptance
f110_q3,acceptance,acceptance,acceptance
f110_q4,acceptance,acceptance,acceptance
f111_q1,acceptance,acceptance,acceptance
f111_q2,acceptance,acceptance,acceptance
f111_q3,acceptance,acceptance,acceptance
f111_q4,acceptance,acceptance,acceptance
f112_q1,acceptance,acceptance,acceptance
f112_q2,acceptance,acceptance,acceptance
f112_q3,acceptance,acceptance,acceptance
f112_q4,acceptance,acceptance,acceptance
f113_q1,acceptance,acceptance,acceptance
f113_q2,acceptance,acceptance,acceptance
f113_q3,acceptance,acceptance,acceptance
f113_q4,acceptance,acceptance,acceptance
f114_q1,acceptance,acceptance,acceptance
f114_q2,acceptance,acceptance,acceptance
f114_q3,acceptance,acceptance,acceptance
f114_q4,acceptance,acceptance,acceptance
f115_q1,acceptance,acceptance,acceptance
f115_q2,acceptance,acceptance,acceptance
f115_q3,acceptance,acceptance,acceptance
f115_q4,acceptance,acceptance,acceptance
f116_q1,acceptance,acceptance,acceptance
f116_q2,acceptance,acceptance,acceptance
f116_q3,acceptance,acceptance,acceptance
f116_q4,acceptance,acceptance,acceptance
f117_q1,acceptance,acceptance,acceptance
f117_q2,acceptance,acceptance,acceptance
f117_q3,acceptance,acceptance,acceptance
f117_q4,acceptance,acceptance,acceptance
f118_q1,acceptance,acceptance,acceptance
f118_q2,acceptance,acceptance,acceptance
f118_q3,acceptance,acceptance,acceptance
f118_q4,acceptance,acceptance,acceptance
f119_q1,acceptance,acceptance,acceptance
f119_q2,acceptance,acceptance,acceptance
f119_q3,acceptance,acceptance,acceptance
f119_q4,acceptance,acceptance,acceptance
f120_q1,acceptance,acceptance,acceptance
f120_q2,acceptance,acceptance,acceptance
f120_q3,acceptance,acceptance,acceptance
f120_q4,acceptance,acceptance,acceptance
f121_q1,acceptance,acceptance,acceptance
f121_q2,acceptance,acceptance,acceptance
f121_q3,acceptance,acceptance,acceptance
f121_q4,acceptance,acceptance,acceptance
f122_q1,acceptance,acceptance,acceptance
f122_q2,acceptance,acceptance,acceptance
f122_q3,acceptance,acceptance,acceptance
f122_q4,acceptance,acceptance,acceptance
f123_q1,acceptance,acceptance,acceptance
f123_q2,acceptance,acceptance,acceptance
f123_q3,acceptance,acceptance,acceptance
f123_q4,acceptance,acceptance,acceptance
f124_q1,acceptance,acceptance,acceptance
f124_q2,acceptance,acceptance,acceptance
f124_q3,acceptance,acceptance,acceptance
f124_q4,acceptance,acceptance,acceptance
f125_q1,acceptance,acceptance,acceptance
f125_q2,acceptance,acceptance,acceptance
f125_q3,acceptance,acceptance,acceptance
f125_q4,acceptance,acceptance,acceptance
f126_q1,acceptance,acceptance,acceptance
f126_q2,acceptance,acceptance,acceptance
f126_q3,acceptance,acceptance,acceptance
f126_q4,acceptance,acceptance,acceptance
f127_q1,acceptance,acceptance,acceptance
f127_q2,acceptance,acceptance,acceptance
f127_q3,acceptance,acceptance,acceptance
f127_q4,acceptance,acceptance,acceptance
f128_q1,acceptance,acceptance,acceptance
f128_q2,acceptance,acceptance,acceptance
f128_q3,acceptance,acceptance,acceptance
f128_q4,acceptance,acceptance,acceptance
f129_q1,acceptance,acceptance,acceptance
f129_q2,acceptance,acceptance,acceptance
f129_q3,acceptance,acceptance,acceptance
f129_q4,acceptance,acceptance,acceptance
f130_q1,acceptance,acceptance,acceptance
f130_q2,acceptance,acceptance,acceptance
f130_q3,acceptance,acceptance,acceptance
f130_q4,acceptance,acceptance,acceptance
f131_q1,acceptance,acceptance,acceptance
f131_q2,acceptance,acceptance,acceptance
f131_q3,acceptance,acceptance,acceptance
f131_q4,acceptance,acceptance,acceptance
f132_q1,acceptance,acceptance,acceptance
f132_q2,acceptance,acceptance,acceptance
f132_q3,acceptance,acceptance,acceptance
f132_q4,acceptance,acceptance,acceptance
f133_q1,acceptance,acceptance,acceptance
f133_q2,acceptance,acceptance,acceptance
f133_q3,acceptance,acceptance,acceptance
f133_q4,acceptance,acceptance,acceptance
f134_q1,acceptance,acceptance,acceptance
f134_q2,acceptance,acceptance,acceptance
f134_q3,acceptance,acceptance,acceptance
f134_q4,acceptance,acceptance,acceptance
f135_q1,acceptance,acceptance,acceptance
f135_q2,acceptance,acceptance,acceptance
f135_q3,acceptance,acceptance,acceptance
f135_q4,acceptance,acceptance,acceptance
f136_q1,acceptance,acceptance,acceptance
f136_q2,acceptance,acceptance,acceptance
f136_q3,acceptance,acceptance,acceptance
f136_q4,acceptance,acceptance,acceptance
f137_q1,acceptance,acceptance,acceptance
f137_q2,acceptance,acceptance,acceptance
f137_q3,acceptance,acceptance,acceptance
f137_q4,acceptance,acceptance,acceptance
f138_q1,acceptance,acceptance,acceptance
f138_q2,acceptance,acceptance,acceptance
f138_q3,acceptance,acceptance,acceptance
f138_q4,acceptance,acceptance,acceptance
f139_q1,acceptance,acceptance,acceptance
f139_q2,acceptance,acceptance,acceptance
f139_q3,acceptance,acceptance,acceptance
f139_q4,acceptance,acceptance,acceptance
f140_q1,acceptance,acceptance,acceptance
f140_q2,acceptance,acceptance,acceptance
f140_q3,acceptance,acceptance,acceptance
f140_q4,acceptance,acceptance,acceptance
f141_q1,acceptance,acceptance,acceptance
f141_q2,acceptance,acceptance,acceptance
f141_q3,acceptance,acceptance,acceptance
f141_q4,acceptance,acceptance,acceptance
f142_q1,acceptance,acceptance,acceptance
f142_q2,acceptance,acceptance,acceptance
f142_q3,acceptance,acceptance,acceptance
f142_q4,acceptance,acceptance,acceptance
f143_q1,acceptance,acceptance,acceptance
f143_q2,acceptance,acceptance,acceptance
f143_q3,acceptance,acceptance,acceptance
f143_q4,acceptance,acceptance,acceptance
f144_q1,disappointment,disappointment,disappointment
f144_q2,disappointment,disappointment,disappointment
f144_q3,disappointment,disappointment,disappointment
f144_q4,disappointment,disappointment,disappointment
f145_q1,disappointment,acceptance,disappointment
f145_q2,disappointment,disappointment,disappointment
f145_q3,disappointment,disappointment,disappointment
f145_q4,disappointment,disappointment,disappointment
f146_q1,disappointment,acceptance,disappointment
f146_q2,disappointment,disappointment,disappointment
f146_q3,disappointment,disappointment,disappointment
f146_q4,disappointment,disappointment,disappointment
f147_q1,disappointment,disappointment,disappointment
f147_q2,disappointment,disappointment,disappointment
f147_q3,disappointment,disappointment,disappointment
f147_q4,disappointment,disappointment,disappointment
f148_q1,disappointment,disappointment,disappointment
f148_q2,disappointment,disappointment,disappointment
f148_q3,disappointment,disappointment,disappointment
f148_q4,disappointment,disappointment,disappointment
f149_q1,disappointment,disappointment,disappointment
f149_q2,disappointment,disappointment,disappointment
f149_q3,disappointment,disappointment,disappointment
f149_q4,disappointment,disappointment,disappointment
f150_q1,disappointment,disappointment,disappointment
f150_q2,disappointment,disappointment,disappointment
f150_q3,disappointment,disappointment,satisfaction
f150_q4,disappointment,disappointment,disappointment
f151_q1,disappointment,disappointment,acceptance
f151_q2,disappointment,disappointment,disappointment
f151_q3,disappointment,disappointment,disappointment
f151_q4,disappointment,disappointment,disappointment
f152_q1,disappointment,disappointment,acceptance
f152_q2,disappointment,disappointment,acceptance
f152_q3,disappointment,disappointment,disappointment
f152_q4,disappointment,disappointment,disappointment
f153_q1,disappointment,disappointment,disappointment
f153_q2,disappointment,disappointment,disappointment
f153_q3,disappointment,disappointment,disappointment
f153_q4,disappointment,disappointment,disappointment
f154_q1,disappointment,disappointment,disappointment
f154_q2,disappointment,disappointment,disappointment
f154_q3,disappointment,disappointment,disappointment
f154_q4,disappointment,disappointment,disappointment
f155_q1,disappointment,disappointment,disappointment
f155_q2,disappointment,disappointment,disappointment
f155_q3,disappointment,disappointment,disappointment
f155_q4,disappointment,disappointment,disappointment
f156_q1,disappointment,disappointment,disappointment
f156_q2,joy,disappointment,satisfaction
f156_q3,disappointment,disappointment,disappointment
f156_q4,disappointment,disappointment,disappointment
f157_q1,disappointment,disappointment,disappointment
f157_q2,disappointment,disappointment,disappointment
f157_q3,disappointment,disappointment,disappointment
f157_q4,disappointment,disappointment,disappointment
f158_q1,disappointment,disappointment,disappointment
f158_q2,disappointment,disappointment,disappointment
f158_q3,disappointment,disappointment,disappointment
f158_q4,disappointment,disappointment,disappointment
f159_q1,disappointment,disappointment,disappointment
f159_q2,disappointment,disappointment,disappointment
f159_q3,disappointment,disappointment,disappointment
f159_q4,disappointment,disappointment,disappointment
f160_q1,disappointment,disappointment,disappointment
f160_q2,disappointment,disappointment,disappointment
f160_q3,disappointment,disappointment,disappointment
f160_q4,disappointment,disappointment,disappointment
f161_q1,disappointment,disappointment,disappointment
f161_q2,disappointment,disappointment,disappointment
f161_q3,disappointment,disappointment,disappointment
f161_q4,disappointment,disappointment,disappointment
f162_q1,disappointment,disappointment,disappointment
f162_q2,disappointment,disappointment,disappointment
f162_q3,disappointment,disappointment,disappointment
f162_q4,disappointment,disappointment,disappointment
f163_q1,disappointment,disappointment,disappointment
f163_q2,disappointment,disappointment,disappointment
f163_q3,disappointment,disappointment,disappointment
f163_q4,disappointment,disappointment,disappointment
f164_q1,disappointment,disappointment,disappointment
f164_q2,disappointment,disappointment,disappointment
f164_q3,disappointment,disappointment,disappointment
f164_q4,disappointment,disappointment,disappointment
f165_q1,disappointment,disappointment,disappointment
f165_q2,disappointment,disappointment,disappointment
f165_q3,disappointment,disappointment,disappointment
f165_q4,disappointment,disappointment,disappointment
f166_q1,disappointment,disappointment,disappointment
f166_q2,disappointment,disappointment,disappointment
f166_q3,disappointment,disappointment,disappointment
f166_q4,disappointment,disappointment,disappointment
f167_q1,disappointment,disappointment,disappointment
f167_q2,disappointment,disappointment,disappointment
